fio version 2 iolog
/dev/sdb read 9679405056 1048576
/dev/sdb read 7868514304 1048576
/dev/sdb read 4642045952 1048576
/dev/sdb read 9702473728 1048576
/dev/sdb read 9156165632 1048576
/dev/sdb read 7238320128 1048576
/dev/sdb read 2114977792 1048576
/dev/sdb read 6298796032 1048576
/dev/sdb read 7283408896 1048576
/dev/sdb read 931135488 1048576
/dev/sdb read 7413432320 1048576
/dev/sdb read 5650776064 1048576
/dev/sdb read 2861563904 1048576
/dev/sdb read 10015997952 1048576
/dev/sdb read 3386900480 1048576
/dev/sdb read 3815768064 1048576
/dev/sdb read 6801063936 1048576
/dev/sdb read 2523922432 1048576
/dev/sdb read 7378829312 1048576
/dev/sdb read 6312427520 1048576
/dev/sdb read 4769972224 1048576
/dev/sdb read 10242490368 1048576
/dev/sdb read 4324327424 1048576
/dev/sdb read 6832521216 1048576
/dev/sdb read 1508900864 1048576
/dev/sdb read 2869952512 1048576
/dev/sdb read 395313152 1048576
/dev/sdb read 8540651520 1048576
/dev/sdb read 5155848192 1048576
/dev/sdb read 8891924480 1048576
/dev/sdb read 6423576576 1048576
/dev/sdb read 1605369856 1048576
/dev/sdb read 1099956224 1048576
/dev/sdb read 9257877504 1048576
/dev/sdb read 2671771648 1048576
/dev/sdb read 6251610112 1048576
/dev/sdb read 3711959040 1048576
/dev/sdb read 3917479936 1048576
/dev/sdb read 9509535744 1048576
/dev/sdb read 4954521600 1048576
/dev/sdb read 2373976064 1048576
/dev/sdb read 1378877440 1048576
/dev/sdb read 4198498304 1048576
/dev/sdb read 9922674688 1048576
/dev/sdb read 3605004288 1048576
/dev/sdb read 5873074176 1048576
/dev/sdb read 5257560064 1048576
/dev/sdb read 7947157504 1048576
/dev/sdb read 9870245888 1048576
/dev/sdb read 2119172096 1048576
/dev/sdb read 444596224 1048576
/dev/sdb read 1675624448 1048576
/dev/sdb read 9961472000 1048576
/dev/sdb read 8660189184 1048576
/dev/sdb read 6256852992 1048576
/dev/sdb read 6034554880 1048576
/dev/sdb read 6408896512 1048576
/dev/sdb read 488636416 1048576
/dev/sdb read 1969225728 1048576
/dev/sdb read 9208594432 1048576
/dev/sdb read 8495562752 1048576
/dev/sdb read 7128219648 1048576
/dev/sdb read 7941914624 1048576
/dev/sdb read 5508169728 1048576
/dev/sdb read 9040822272 1048576
/dev/sdb read 8750366720 1048576
/dev/sdb read 1068498944 1048576
/dev/sdb read 10468982784 1048576
/dev/sdb read 8934916096 1048576
/dev/sdb read 6139412480 1048576
/dev/sdb read 7612661760 1048576
/dev/sdb read 9425649664 1048576
/dev/sdb read 2896166912 1048576
/dev/sdb read 8909750272 1048576
/dev/sdb read 9867100160 1048576
/dev/sdb read 1590689792 1048576
/dev/sdb read 6119489536 1048576
/dev/sdb read 2556428288 1048576
/dev/sdb read 9393143808 1048576
/dev/sdb read 3946840064 1048576
/dev/sdb read 878706688 1048576
/dev/sdb read 7930380288 1048576
/dev/sdb read 8994684928 1048576
/dev/sdb read 4830789632 1048576
/dev/sdb read 2880438272 1048576
/dev/sdb read 5330960384 1048576
/dev/sdb read 6967787520 1048576
/dev/sdb read 10655629312 1048576
/dev/sdb read 875560960 1048576
/dev/sdb read 9621733376 1048576
/dev/sdb read 1666187264 1048576
/dev/sdb read 6394216448 1048576
/dev/sdb read 9659482112 1048576
/dev/sdb read 7428112384 1048576
/dev/sdb read 508559360 1048576
/dev/sdb read 4051697664 1048576
/dev/sdb read 7694450688 1048576
/dev/sdb read 8953790464 1048576
/dev/sdb read 9022996480 1048576
/dev/sdb read 503316480 1048576
/dev/sdb read 204472320 1048576
/dev/sdb read 6204424192 1048576
/dev/sdb read 8790212608 1048576
/dev/sdb read 5253365760 1048576
/dev/sdb read 8142192640 1048576
/dev/sdb read 2113929216 1048576
/dev/sdb read 8048869376 1048576
/dev/sdb read 6358564864 1048576
/dev/sdb read 1711276032 1048576
/dev/sdb read 9854517248 1048576
/dev/sdb read 7577010176 1048576
/dev/sdb read 7435452416 1048576
/dev/sdb read 8724152320 1048576
/dev/sdb read 715128832 1048576
/dev/sdb read 9825157120 1048576
/dev/sdb read 8957984768 1048576
/dev/sdb read 9059696640 1048576
/dev/sdb read 1115684864 1048576
/dev/sdb read 9563013120 1048576
/dev/sdb read 2748317696 1048576
/dev/sdb read 4273995776 1048576
/dev/sdb read 2302672896 1048576
/dev/sdb read 6492782592 1048576
/dev/sdb read 5675941888 1048576
/dev/sdb read 8568963072 1048576
/dev/sdb read 5814353920 1048576
/dev/sdb read 8112832512 1048576
/dev/sdb read 6913261568 1048576
/dev/sdb read 1287651328 1048576
/dev/sdb read 1927282688 1048576
/dev/sdb read 6333399040 1048576
/dev/sdb read 360710144 1048576
/dev/sdb read 4379901952 1048576
/dev/sdb read 654311424 1048576
/dev/sdb read 7167016960 1048576
/dev/sdb read 93323264 1048576
/dev/sdb read 9474932736 1048576
/dev/sdb read 1835008000 1048576
/dev/sdb read 9697230848 1048576
/dev/sdb read 6651117568 1048576
/dev/sdb read 495976448 1048576
/dev/sdb read 3793747968 1048576
/dev/sdb read 1870659584 1048576
/dev/sdb read 2673868800 1048576
/dev/sdb read 5169479680 1048576
/dev/sdb read 9588178944 1048576
/dev/sdb read 776994816 1048576
/dev/sdb read 1050673152 1048576
/dev/sdb read 6398410752 1048576
/dev/sdb read 1066401792 1048576
/dev/sdb read 9424601088 1048576
/dev/sdb read 5139070976 1048576
/dev/sdb read 3278897152 1048576
/dev/sdb read 10131341312 1048576
/dev/sdb read 7392460800 1048576
/dev/sdb read 554696704 1048576
/dev/sdb read 9759096832 1048576
/dev/sdb read 1858076672 1048576
/dev/sdb read 438304768 1048576
/dev/sdb read 2414870528 1048576
/dev/sdb read 6597640192 1048576
/dev/sdb read 10665066496 1048576
/dev/sdb read 3010461696 1048576
/dev/sdb read 6919553024 1048576
/dev/sdb read 2581594112 1048576
/dev/sdb read 2973761536 1048576
/dev/sdb read 8244953088 1048576
/dev/sdb read 535822336 1048576
/dev/sdb read 5278531584 1048576
/dev/sdb read 3485466624 1048576
/dev/sdb read 548405248 1048576
/dev/sdb read 5595201536 1048576
/dev/sdb read 2268069888 1048576
/dev/sdb read 10270801920 1048576
/dev/sdb read 8911847424 1048576
/dev/sdb read 5632950272 1048576
/dev/sdb read 3300917248 1048576
/dev/sdb read 4910481408 1048576
/dev/sdb read 7611613184 1048576
/dev/sdb read 5942280192 1048576
/dev/sdb read 10684989440 1048576
/dev/sdb read 5185208320 1048576
/dev/sdb read 8927576064 1048576
/dev/sdb read 532676608 1048576
/dev/sdb read 9206497280 1048576
/dev/sdb read 3339714560 1048576
/dev/sdb read 5620367360 1048576
/dev/sdb read 6443499520 1048576
/dev/sdb read 1572864000 1048576
/dev/sdb read 4494196736 1048576
/dev/sdb read 4877975552 1048576
/dev/sdb read 4461690880 1048576
/dev/sdb read 2153775104 1048576
/dev/sdb read 4670357504 1048576
/dev/sdb read 4692377600 1048576
/dev/sdb read 8060403712 1048576
/dev/sdb read 415236096 1048576
/dev/sdb read 4054843392 1048576
/dev/sdb read 615514112 1048576
/dev/sdb read 8334082048 1048576
/dev/sdb read 2786066432 1048576
/dev/sdb read 4423942144 1048576
/dev/sdb read 6203375616 1048576
/dev/sdb read 4667211776 1048576
/dev/sdb read 1413480448 1048576
/dev/sdb read 58720256 1048576
/dev/sdb read 4319084544 1048576
/dev/sdb read 6169821184 1048576
/dev/sdb read 2485125120 1048576
/dev/sdb read 2292187136 1048576
/dev/sdb read 1792016384 1048576
/dev/sdb read 10182721536 1048576
/dev/sdb read 8082423808 1048576
/dev/sdb read 2427453440 1048576
/dev/sdb read 3128950784 1048576
/dev/sdb read 7063207936 1048576
/dev/sdb read 4314890240 1048576
/dev/sdb read 6744440832 1048576
/dev/sdb read 6081740800 1048576
/dev/sdb read 208666624 1048576
/dev/sdb read 6721372160 1048576
/dev/sdb read 8241807360 1048576
/dev/sdb read 2519728128 1048576
/dev/sdb read 4229955584 1048576
/dev/sdb read 3770679296 1048576
/dev/sdb read 9459204096 1048576
/dev/sdb read 5774508032 1048576
/dev/sdb read 9709813760 1048576
/dev/sdb read 5892997120 1048576
/dev/sdb read 7337934848 1048576
/dev/sdb read 3297771520 1048576
/dev/sdb read 10087301120 1048576
/dev/sdb read 4272947200 1048576
/dev/sdb read 4492099584 1048576
/dev/sdb read 10017046528 1048576
/dev/sdb read 4459593728 1048576
/dev/sdb read 10152312832 1048576
/dev/sdb read 5027921920 1048576
/dev/sdb read 10651435008 1048576
/dev/sdb read 7266631680 1048576
/dev/sdb read 4552916992 1048576
/dev/sdb read 5984223232 1048576
/dev/sdb read 4220518400 1048576
/dev/sdb read 2745171968 1048576
/dev/sdb read 1982857216 1048576
/dev/sdb read 9465495552 1048576
/dev/sdb read 1322254336 1048576
/dev/sdb read 4321181696 1048576
/dev/sdb read 9229565952 1048576
/dev/sdb read 6020923392 1048576
/dev/sdb read 8984199168 1048576
/dev/sdb read 6837764096 1048576
/dev/sdb read 967835648 1048576
/dev/sdb read 1319108608 1048576
/dev/sdb read 7687110656 1048576
/dev/sdb read 4801429504 1048576
/dev/sdb read 4223664128 1048576
/dev/sdb read 1044381696 1048576
/dev/sdb read 7470055424 1048576
/dev/sdb read 1299185664 1048576
/dev/sdb read 2465202176 1048576
/dev/sdb read 1958739968 1048576
/dev/sdb read 8290041856 1048576
/dev/sdb read 887095296 1048576
/dev/sdb read 6478102528 1048576
/dev/sdb read 2881486848 1048576
/dev/sdb read 4780457984 1048576
/dev/sdb read 5730467840 1048576
/dev/sdb read 5038407680 1048576
/dev/sdb read 2406481920 1048576
/dev/sdb read 9888071680 1048576
/dev/sdb read 2252341248 1048576
/dev/sdb read 8629780480 1048576
/dev/sdb read 3659530240 1048576
/dev/sdb read 4121952256 1048576
/dev/sdb read 2562719744 1048576
/dev/sdb read 3393191936 1048576
/dev/sdb read 3306160128 1048576
/dev/sdb read 2777677824 1048576
/dev/sdb read 114294784 1048576
/dev/sdb read 9914286080 1048576
/dev/sdb read 4916772864 1048576
/dev/sdb read 7720665088 1048576
/dev/sdb read 63963136 1048576
/dev/sdb read 5875171328 1048576
/dev/sdb read 2470445056 1048576
/dev/sdb read 4212129792 1048576
/dev/sdb read 1721761792 1048576
/dev/sdb read 1228931072 1048576
/dev/sdb read 1015021568 1048576
/dev/sdb read 460324864 1048576
/dev/sdb read 6642728960 1048576
/dev/sdb read 6807355392 1048576
/dev/sdb read 10135535616 1048576
/dev/sdb read 1916796928 1048576
/dev/sdb read 1439694848 1048576
/dev/sdb read 2037383168 1048576
/dev/sdb read 5867831296 1048576
/dev/sdb read 5765070848 1048576
/dev/sdb read 1606418432 1048576
/dev/sdb read 6148849664 1048576
/dev/sdb read 10587471872 1048576
/dev/sdb read 2734686208 1048576
/dev/sdb read 7956594688 1048576
/dev/sdb read 9794748416 1048576
/dev/sdb read 4802478080 1048576
/dev/sdb read 4331667456 1048576
/dev/sdb read 4270850048 1048576
/dev/sdb read 333447168 1048576
/dev/sdb read 10139729920 1048576
/dev/sdb read 579862528 1048576
/dev/sdb read 207618048 1048576
/dev/sdb read 10545528832 1048576
/dev/sdb read 5440012288 1048576
/dev/sdb read 8669626368 1048576
/dev/sdb read 2152726528 1048576
/dev/sdb read 2593128448 1048576
/dev/sdb read 1731198976 1048576
/dev/sdb read 9927917568 1048576
/dev/sdb read 5556404224 1048576
/dev/sdb read 8653897728 1048576
/dev/sdb read 672137216 1048576
/dev/sdb read 8172601344 1048576
/dev/sdb read 7031750656 1048576
/dev/sdb read 3042967552 1048576
/dev/sdb read 1408237568 1048576
/dev/sdb read 7951351808 1048576
/dev/sdb read 6240075776 1048576
/dev/sdb read 5013241856 1048576
/dev/sdb read 8942256128 1048576
/dev/sdb read 4573888512 1048576
/dev/sdb read 2392850432 1048576
/dev/sdb read 5654970368 1048576
/dev/sdb read 5473566720 1048576
/dev/sdb read 2874146816 1048576
/dev/sdb read 1946157056 1048576
/dev/sdb read 1156579328 1048576
/dev/sdb read 3943694336 1048576
/dev/sdb read 3041918976 1048576
/dev/sdb read 1077936128 1048576
/dev/sdb read 7440695296 1048576
/dev/sdb read 8007974912 1048576
/dev/sdb read 8874098688 1048576
/dev/sdb read 4393533440 1048576
/dev/sdb read 7322206208 1048576
/dev/sdb read 3653238784 1048576
/dev/sdb read 1740636160 1048576
/dev/sdb read 5660213248 1048576
/dev/sdb read 4686086144 1048576
/dev/sdb read 8780775424 1048576
/dev/sdb read 1002438656 1048576
/dev/sdb read 35651584 1048576
/dev/sdb read 3011510272 1048576
/dev/sdb read 4153409536 1048576
/dev/sdb read 8260681728 1048576
/dev/sdb read 1260388352 1048576
/dev/sdb read 8150581248 1048576
/dev/sdb read 10548674560 1048576
/dev/sdb read 10634657792 1048576
/dev/sdb read 8370782208 1048576
/dev/sdb read 3149922304 1048576
/dev/sdb read 9915334656 1048576
/dev/sdb read 8821669888 1048576
/dev/sdb read 9469689856 1048576
/dev/sdb read 10291773440 1048576
/dev/sdb read 233832448 1048576
/dev/sdb read 4652531712 1048576
/dev/sdb read 6547308544 1048576
/dev/sdb read 37748736 1048576
/dev/sdb read 3359637504 1048576
/dev/sdb read 4747952128 1048576
/dev/sdb read 890241024 1048576
/dev/sdb read 9830400000 1048576
/dev/sdb read 10229907456 1048576
/dev/sdb read 4227858432 1048576
/dev/sdb read 6622806016 1048576
/dev/sdb read 6487539712 1048576
/dev/sdb read 5614075904 1048576
/dev/sdb read 8598323200 1048576
/dev/sdb read 8663334912 1048576
/dev/sdb read 1625292800 1048576
/dev/sdb read 4067426304 1048576
/dev/sdb read 8337227776 1048576
/dev/sdb read 8479834112 1048576
/dev/sdb read 7196377088 1048576
/dev/sdb read 9209643008 1048576
/dev/sdb read 3247439872 1048576
/dev/sdb read 960495616 1048576
/dev/sdb read 3663724544 1048576
/dev/sdb read 8207204352 1048576
/dev/sdb read 4271898624 1048576
/dev/sdb read 5832179712 1048576
/dev/sdb read 7357857792 1048576
/dev/sdb read 6936330240 1048576
/dev/sdb read 5820645376 1048576
/dev/sdb read 10713300992 1048576
/dev/sdb read 6658457600 1048576
/dev/sdb read 3213885440 1048576
/dev/sdb read 6176112640 1048576
/dev/sdb read 555745280 1048576
/dev/sdb read 5532286976 1048576
/dev/sdb read 1400897536 1048576
/dev/sdb read 2757754880 1048576
/dev/sdb read 549453824 1048576
/dev/sdb read 8687452160 1048576
/dev/sdb read 7610564608 1048576
/dev/sdb read 9371123712 1048576
/dev/sdb read 6010437632 1048576
/dev/sdb read 4126146560 1048576
/dev/sdb read 4985978880 1048576
/dev/sdb read 7207911424 1048576
/dev/sdb read 10184818688 1048576
/dev/sdb read 5701107712 1048576
/dev/sdb read 7143948288 1048576
/dev/sdb read 8299479040 1048576
/dev/sdb read 9058648064 1048576
/dev/sdb read 2960130048 1048576
/dev/sdb read 723517440 1048576
/dev/sdb read 7680819200 1048576
/dev/sdb read 4258267136 1048576
/dev/sdb read 9780068352 1048576
/dev/sdb read 210763776 1048576
/dev/sdb read 10136584192 1048576
/dev/sdb read 1001390080 1048576
/dev/sdb read 3979345920 1048576
/dev/sdb read 6686769152 1048576
/dev/sdb read 2311061504 1048576
/dev/sdb read 8259633152 1048576
/dev/sdb read 4579131392 1048576
/dev/sdb read 9250537472 1048576
/dev/sdb read 6843006976 1048576
/dev/sdb read 6470762496 1048576
/dev/sdb read 4513071104 1048576
/dev/sdb read 9477029888 1048576
/dev/sdb read 1744830464 1048576
/dev/sdb read 2366636032 1048576
/dev/sdb read 2980052992 1048576
/dev/sdb read 6526337024 1048576
/dev/sdb read 9401532416 1048576
/dev/sdb read 8404336640 1048576
/dev/sdb read 10678697984 1048576
/dev/sdb read 5592055808 1048576
/dev/sdb read 3253731328 1048576
/dev/sdb read 7888437248 1048576
/dev/sdb read 5262802944 1048576
/dev/sdb read 8973713408 1048576
/dev/sdb read 9923723264 1048576
/dev/sdb read 1876951040 1048576
/dev/sdb read 7676624896 1048576
/dev/sdb read 8777629696 1048576
/dev/sdb read 8356102144 1048576
/dev/sdb read 9609150464 1048576
/dev/sdb read 7756316672 1048576
/dev/sdb read 7239368704 1048576
/dev/sdb read 1255145472 1048576
/dev/sdb read 9737076736 1048576
/dev/sdb read 5960105984 1048576
/dev/sdb read 6839861248 1048576
/dev/sdb read 2184183808 1048576
/dev/sdb read 850395136 1048576
/dev/sdb read 7208960000 1048576
/dev/sdb read 1928331264 1048576
/dev/sdb read 8756658176 1048576
/dev/sdb read 7850688512 1048576
/dev/sdb read 8619294720 1048576
/dev/sdb read 2507145216 1048576
/dev/sdb read 6273630208 1048576
/dev/sdb read 7226785792 1048576
/dev/sdb read 8171552768 1048576
/dev/sdb read 10435428352 1048576
/dev/sdb read 3095396352 1048576
/dev/sdb read 726663168 1048576
/dev/sdb read 10165944320 1048576
/dev/sdb read 9521070080 1048576
/dev/sdb read 7845445632 1048576
/dev/sdb read 10488905728 1048576
/dev/sdb read 8348762112 1048576
/dev/sdb read 5437915136 1048576
/dev/sdb read 6628048896 1048576
/dev/sdb read 9470738432 1048576
/dev/sdb read 858783744 1048576
/dev/sdb read 1992294400 1048576
/dev/sdb read 4750049280 1048576
/dev/sdb read 7578058752 1048576
/dev/sdb read 821035008 1048576
/dev/sdb read 8018460672 1048576
/dev/sdb read 9742319616 1048576
/dev/sdb read 7667187712 1048576
/dev/sdb read 1054867456 1048576
/dev/sdb read 4997513216 1048576
/dev/sdb read 4814012416 1048576
/dev/sdb read 4432330752 1048576
/dev/sdb read 10430185472 1048576
/dev/sdb read 7502561280 1048576
/dev/sdb read 5246025728 1048576
/dev/sdb read 10389291008 1048576
/dev/sdb read 3478126592 1048576
/dev/sdb read 3837788160 1048576
/dev/sdb read 8788115456 1048576
/dev/sdb read 3092250624 1048576
/dev/sdb read 9216983040 1048576
/dev/sdb read 5932843008 1048576
/dev/sdb read 5821693952 1048576
/dev/sdb read 6431965184 1048576
/dev/sdb read 3101687808 1048576
/dev/sdb read 9224323072 1048576
/dev/sdb read 822083584 1048576
/dev/sdb read 10612637696 1048576
/dev/sdb read 9881780224 1048576
/dev/sdb read 7218397184 1048576
/dev/sdb read 8576303104 1048576
/dev/sdb read 6201278464 1048576
/dev/sdb read 4541382656 1048576
/dev/sdb read 8010072064 1048576
/dev/sdb read 6154092544 1048576
/dev/sdb read 1873805312 1048576
/dev/sdb read 3877634048 1048576
/dev/sdb read 8625586176 1048576
/dev/sdb read 457179136 1048576
/dev/sdb read 416284672 1048576
/dev/sdb read 4049600512 1048576
/dev/sdb read 2756706304 1048576
/dev/sdb read 1049624576 1048576
/dev/sdb read 7873757184 1048576
/dev/sdb read 1147142144 1048576
/dev/sdb read 9684647936 1048576
/dev/sdb read 5242880000 1048576
/dev/sdb read 8283750400 1048576
/dev/sdb read 947912704 1048576
/dev/sdb read 3751804928 1048576
/dev/sdb read 5393874944 1048576
/dev/sdb read 3921674240 1048576
/dev/sdb read 5718933504 1048576
/dev/sdb read 2280652800 1048576
/dev/sdb read 1708130304 1048576
/dev/sdb read 693108736 1048576
/dev/sdb read 9335472128 1048576
/dev/sdb read 3121610752 1048576
/dev/sdb read 3731881984 1048576
/dev/sdb read 9997123584 1048576
/dev/sdb read 4146069504 1048576
/dev/sdb read 1089470464 1048576
/dev/sdb read 5020581888 1048576
/dev/sdb read 8497659904 1048576
/dev/sdb read 2061500416 1048576
/dev/sdb read 2214592512 1048576
/dev/sdb read 7027556352 1048576
/dev/sdb read 6938427392 1048576
/dev/sdb read 5412749312 1048576
/dev/sdb read 673185792 1048576
/dev/sdb read 8557428736 1048576
/dev/sdb read 3965714432 1048576
/dev/sdb read 3459252224 1048576
/dev/sdb read 3532652544 1048576
/dev/sdb read 9699328000 1048576
/dev/sdb read 1060110336 1048576
/dev/sdb read 1024458752 1048576
/dev/sdb read 1718616064 1048576
/dev/sdb read 8969519104 1048576
/dev/sdb read 8881438720 1048576
/dev/sdb read 1186988032 1048576
/dev/sdb read 6095372288 1048576
/dev/sdb read 7214202880 1048576
/dev/sdb read 2293235712 1048576
/dev/sdb read 9855565824 1048576
/dev/sdb read 1016070144 1048576
/dev/sdb read 10321133568 1048576
/dev/sdb read 9394192384 1048576
/dev/sdb read 5168431104 1048576
/dev/sdb read 593494016 1048576
/dev/sdb read 5050990592 1048576
/dev/sdb read 3115319296 1048576
/dev/sdb read 8705277952 1048576
/dev/sdb read 9703522304 1048576
/dev/sdb read 1951399936 1048576
/dev/sdb read 3892314112 1048576
/dev/sdb read 3436183552 1048576
/dev/sdb read 572522496 1048576
/dev/sdb read 2898264064 1048576
/dev/sdb read 5420089344 1048576
/dev/sdb read 4232052736 1048576
/dev/sdb read 8962179072 1048576
/dev/sdb read 4807720960 1048576
/dev/sdb read 10187964416 1048576
/dev/sdb read 3776970752 1048576
/dev/sdb read 1974468608 1048576
/dev/sdb read 9858711552 1048576
/dev/sdb read 9326034944 1048576
/dev/sdb read 5145362432 1048576
/dev/sdb read 1638924288 1048576
/dev/sdb read 5880414208 1048576
/dev/sdb read 9391046656 1048576
/dev/sdb read 9137291264 1048576
/dev/sdb read 3869245440 1048576
/dev/sdb read 3449815040 1048576
/dev/sdb read 7735345152 1048576
/dev/sdb read 4225761280 1048576
/dev/sdb read 1879048192 1048576
/dev/sdb read 4559208448 1048576
/dev/sdb read 8342470656 1048576
/dev/sdb read 3960471552 1048576
/dev/sdb read 7028604928 1048576
/dev/sdb read 4725932032 1048576
/dev/sdb read 1588592640 1048576
/dev/sdb read 3754950656 1048576
/dev/sdb read 7764705280 1048576
/dev/sdb read 4991221760 1048576
/dev/sdb read 48234496 1048576
/dev/sdb read 6772752384 1048576
/dev/sdb read 3063939072 1048576
/dev/sdb read 6037700608 1048576
/dev/sdb read 3557818368 1048576
/dev/sdb read 1194328064 1048576
/dev/sdb read 9049210880 1048576
/dev/sdb read 6361710592 1048576
/dev/sdb read 4081057792 1048576
/dev/sdb read 5328863232 1048576
/dev/sdb read 2382364672 1048576
/dev/sdb read 10148118528 1048576
/dev/sdb read 5154799616 1048576
/dev/sdb read 8160018432 1048576
/dev/sdb read 9590276096 1048576
/dev/sdb read 4226809856 1048576
/dev/sdb read 961544192 1048576
/dev/sdb read 8772386816 1048576
/dev/sdb read 4815060992 1048576
/dev/sdb read 9508487168 1048576
/dev/sdb read 7153385472 1048576
/dev/sdb read 10095689728 1048576
/dev/sdb read 2887778304 1048576
/dev/sdb read 8499757056 1048576
/dev/sdb read 9772728320 1048576
/dev/sdb read 3465543680 1048576
/dev/sdb read 7302283264 1048576
/dev/sdb read 9297723392 1048576
/dev/sdb read 2048917504 1048576
/dev/sdb read 5186256896 1048576
/dev/sdb read 1563426816 1048576
/dev/sdb read 2239758336 1048576
/dev/sdb read 10121904128 1048576
/dev/sdb read 686817280 1048576
/dev/sdb read 192937984 1048576
/dev/sdb read 6818889728 1048576
/dev/sdb read 534773760 1048576
/dev/sdb read 461373440 1048576
/dev/sdb read 8296333312 1048576
/dev/sdb read 3690987520 1048576
/dev/sdb read 8223981568 1048576
/dev/sdb read 10166992896 1048576
/dev/sdb read 5999951872 1048576
/dev/sdb read 3991928832 1048576
/dev/sdb read 71303168 1048576
/dev/sdb read 2021654528 1048576
/dev/sdb read 335544320 1048576
/dev/sdb read 9785311232 1048576
/dev/sdb read 2028994560 1048576
/dev/sdb read 4752146432 1048576
/dev/sdb read 8405385216 1048576
/dev/sdb read 8049917952 1048576
/dev/sdb read 2269118464 1048576
/dev/sdb read 10471079936 1048576
/dev/sdb read 8572108800 1048576
/dev/sdb read 5243928576 1048576
/dev/sdb read 5483003904 1048576
/dev/sdb read 2682257408 1048576
/dev/sdb read 1915748352 1048576
/dev/sdb read 6440353792 1048576
/dev/sdb read 190840832 1048576
/dev/sdb read 3558866944 1048576
/dev/sdb read 9889120256 1048576
/dev/sdb read 2375024640 1048576
/dev/sdb read 1389363200 1048576
/dev/sdb read 7499415552 1048576
/dev/sdb read 2464153600 1048576
/dev/sdb read 10293870592 1048576
/dev/sdb read 5530189824 1048576
/dev/sdb read 5198839808 1048576
/dev/sdb read 4650434560 1048576
/dev/sdb read 7683964928 1048576
/dev/sdb read 6921650176 1048576
/dev/sdb read 451936256 1048576
/dev/sdb read 5289017344 1048576
/dev/sdb read 41943040 1048576
/dev/sdb read 2022703104 1048576
/dev/sdb read 10526654464 1048576
/dev/sdb read 8647606272 1048576
/dev/sdb read 5236588544 1048576
/dev/sdb read 3789553664 1048576
/dev/sdb read 7861174272 1048576
/dev/sdb read 6630146048 1048576
/dev/sdb read 3484418048 1048576
/dev/sdb read 8354004992 1048576
/dev/sdb read 7097810944 1048576
/dev/sdb read 5624561664 1048576
/dev/sdb read 1070596096 1048576
/dev/sdb read 1670381568 1048576
/dev/sdb read 7841251328 1048576
/dev/sdb read 7606370304 1048576
/dev/sdb read 7831814144 1048576
/dev/sdb read 9397338112 1048576
/dev/sdb read 8196718592 1048576
/dev/sdb read 6941573120 1048576
/dev/sdb read 8773435392 1048576
/dev/sdb read 10305404928 1048576
/dev/sdb read 8118075392 1048576
/dev/sdb read 2648702976 1048576
/dev/sdb read 3057647616 1048576
/dev/sdb read 414187520 1048576
/dev/sdb read 9758048256 1048576
/dev/sdb read 4470079488 1048576
/dev/sdb read 3001024512 1048576
/dev/sdb read 9367977984 1048576
/dev/sdb read 6038749184 1048576
/dev/sdb read 6286213120 1048576
/dev/sdb read 104857600 1048576
